store,id,data
"pessoas","91000100901","{""id"":""91000100901"",""cpf"":""91000100901"",""nome"":""Fernanda Goncalves Schmidt Teste"",""nomeNormalizado"":""fernanda goncalves schmidt teste"",""nascimento"":""1972-02-11"",""genero"":""Feminino"",""telefone"":""(47) 98109-2009"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""84"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101037","{""id"":""91000101037"",""cpf"":""91000101037"",""nome"":""Fabio Krause Silva Teste"",""nomeNormalizado"":""fabio krause silva teste"",""nascimento"":""1973-03-12"",""genero"":""Masculino"",""telefone"":""(47) 98110-2010"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""85"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101118","{""id"":""91000101118"",""cpf"":""91000101118"",""nome"":""Juliana Lima Souza Teste"",""nomeNormalizado"":""juliana lima souza teste"",""nascimento"":""1973-04-13"",""genero"":""Feminino"",""telefone"":""(47) 98111-2011"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""85"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101207","{""id"":""91000101207"",""cpf"":""91000101207"",""nome"":""Henrique Muller Weber Teste"",""nomeNormalizado"":""henrique muller weber teste"",""nascimento"":""1974-05-14"",""genero"":""Masculino"",""telefone"":""(47) 98112-2012"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""86"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101380","{""id"":""91000101380"",""cpf"":""91000101380"",""nome"":""Luciana Oliveira Almeida Teste"",""nomeNormalizado"":""luciana oliveira almeida teste"",""nascimento"":""1974-06-15"",""genero"":""Feminino"",""telefone"":""(47) 98113-2013"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""86"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101460","{""id"":""91000101460"",""cpf"":""91000101460"",""nome"":""Marcelo Pereira Bauer Teste"",""nomeNormalizado"":""marcelo pereira bauer teste"",""nascimento"":""1975-07-16"",""genero"":""Masculino"",""telefone"":""(47) 98114-2014"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""87"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101541","{""id"":""91000101541"",""cpf"":""91000101541"",""nome"":""Patricia Ribeiro Cardoso Teste"",""nomeNormalizado"":""patricia ribeiro cardoso teste"",""nascimento"":""1975-08-17"",""genero"":""Feminino"",""telefone"":""(47) 98115-2015"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""87"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101622","{""id"":""91000101622"",""cpf"":""91000101622"",""nome"":""Rafael Schmidt Costa Teste"",""nomeNormalizado"":""rafael schmidt costa teste"",""nascimento"":""1976-09-18"",""genero"":""Masculino"",""telefone"":""(47) 98116-2016"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""88"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101703","{""id"":""91000101703"",""cpf"":""91000101703"",""nome"":""Simone Silva Fischer Teste"",""nomeNormalizado"":""simone silva fischer teste"",""nascimento"":""1976-10-19"",""genero"":""Feminino"",""telefone"":""(47) 98117-2017"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""88"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101894","{""id"":""91000101894"",""cpf"":""91000101894"",""nome"":""Tiago Souza Freitas Teste"",""nomeNormalizado"":""tiago souza freitas teste"",""nascimento"":""1977-11-20"",""genero"":""Masculino"",""telefone"":""(47) 98118-2018"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""89"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000101975","{""id"":""91000101975"",""cpf"":""91000101975"",""nome"":""Vanessa Weber Goncalves Teste"",""nomeNormalizado"":""vanessa weber goncalves teste"",""nascimento"":""1977-12-21"",""genero"":""Feminino"",""telefone"":""(47) 98119-2019"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""89"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102009","{""id"":""91000102009"",""cpf"":""91000102009"",""nome"":""Adriano Almeida Krause Teste"",""nomeNormalizado"":""adriano almeida krause teste"",""nascimento"":""1978-01-22"",""genero"":""Masculino"",""telefone"":""(47) 98120-2020"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""90"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102190","{""id"":""91000102190"",""cpf"":""91000102190"",""nome"":""Camila Bauer Lima Teste"",""nomeNormalizado"":""camila bauer lima teste"",""nascimento"":""1978-02-23"",""genero"":""Feminino"",""telefone"":""(47) 98121-2021"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""90"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102270","{""id"":""91000102270"",""cpf"":""91000102270"",""nome"":""Carlos Cardoso Muller Teste"",""nomeNormalizado"":""carlos cardoso muller teste"",""nascimento"":""1979-03-24"",""genero"":""Masculino"",""telefone"":""(47) 98122-2022"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""91"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102351","{""id"":""91000102351"",""cpf"":""91000102351"",""nome"":""Eliane Costa Oliveira Teste"",""nomeNormalizado"":""eliane costa oliveira teste"",""nascimento"":""1979-04-25"",""genero"":""Feminino"",""telefone"":""(47) 98123-2023"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""91"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102432","{""id"":""91000102432"",""cpf"":""91000102432"",""nome"":""Eduardo Fischer Pereira Teste"",""nomeNormalizado"":""eduardo fischer pereira teste"",""nascimento"":""1980-05-26"",""genero"":""Masculino"",""telefone"":""(47) 98124-2024"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""92"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102513","{""id"":""91000102513"",""cpf"":""91000102513"",""nome"":""Gabriela Freitas Ribeiro Teste"",""nomeNormalizado"":""gabriela freitas ribeiro teste"",""nascimento"":""1980-06-27"",""genero"":""Feminino"",""telefone"":""(47) 98125-2025"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""92"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102602","{""id"":""91000102602"",""cpf"":""91000102602"",""nome"":""Gustavo Goncalves Schmidt Teste"",""nomeNormalizado"":""gustavo goncalves schmidt teste"",""nascimento"":""1981-07-01"",""genero"":""Masculino"",""telefone"":""(47) 98126-2026"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""93"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102785","{""id"":""91000102785"",""cpf"":""91000102785"",""nome"":""Karina Krause Silva Teste"",""nomeNormalizado"":""karina krause silva teste"",""nascimento"":""1981-08-02"",""genero"":""Feminino"",""telefone"":""(47) 98127-2027"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""93"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102866","{""id"":""91000102866"",""cpf"":""91000102866"",""nome"":""Leandro Lima Souza Teste"",""nomeNormalizado"":""leandro lima souza teste"",""nascimento"":""1982-09-03"",""genero"":""Masculino"",""telefone"":""(47) 98128-2028"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""94"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000102947","{""id"":""91000102947"",""cpf"":""91000102947"",""nome"":""Mariana Muller Weber Teste"",""nomeNormalizado"":""mariana muller weber teste"",""nascimento"":""1982-10-04"",""genero"":""Feminino"",""telefone"":""(47) 98129-2029"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""94"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103080","{""id"":""91000103080"",""cpf"":""91000103080"",""nome"":""Paulo Oliveira Almeida Teste"",""nomeNormalizado"":""paulo oliveira almeida teste"",""nascimento"":""1983-11-05"",""genero"":""Masculino"",""telefone"":""(47) 98130-2030"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""95"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103161","{""id"":""91000103161"",""cpf"":""91000103161"",""nome"":""Renata Pereira Bauer Teste"",""nomeNormalizado"":""renata pereira bauer teste"",""nascimento"":""1983-12-06"",""genero"":""Feminino"",""telefone"":""(47) 98131-2031"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""95"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103242","{""id"":""91000103242"",""cpf"":""91000103242"",""nome"":""Rodrigo Ribeiro Cardoso Teste"",""nomeNormalizado"":""rodrigo ribeiro cardoso teste"",""nascimento"":""1984-01-07"",""genero"":""Masculino"",""telefone"":""(47) 98132-2032"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""96"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103323","{""id"":""91000103323"",""cpf"":""91000103323"",""nome"":""Tatiane Schmidt Costa Teste"",""nomeNormalizado"":""tatiane schmidt costa teste"",""nascimento"":""1984-02-08"",""genero"":""Feminino"",""telefone"":""(47) 98133-2033"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""96"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103404","{""id"":""91000103404"",""cpf"":""91000103404"",""nome"":""Vinicius Silva Fischer Teste"",""nomeNormalizado"":""vinicius silva fischer teste"",""nascimento"":""1985-03-09"",""genero"":""Masculino"",""telefone"":""(47) 98134-2034"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""97"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103595","{""id"":""91000103595"",""cpf"":""91000103595"",""nome"":""Aline Souza Freitas Teste"",""nomeNormalizado"":""aline souza freitas teste"",""nascimento"":""1985-04-10"",""genero"":""Feminino"",""telefone"":""(47) 98135-2035"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""97"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103676","{""id"":""91000103676"",""cpf"":""91000103676"",""nome"":""Bruno Weber Goncalves Teste"",""nomeNormalizado"":""bruno weber goncalves teste"",""nascimento"":""1986-05-11"",""genero"":""Masculino"",""telefone"":""(47) 98136-2036"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""98"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103757","{""id"":""91000103757"",""cpf"":""91000103757"",""nome"":""Daniela Almeida Krause Teste"",""nomeNormalizado"":""daniela almeida krause teste"",""nascimento"":""1986-06-12"",""genero"":""Feminino"",""telefone"":""(47) 98137-2037"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""98"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103838","{""id"":""91000103838"",""cpf"":""91000103838"",""nome"":""Daniel Bauer Lima Teste"",""nomeNormalizado"":""daniel bauer lima teste"",""nascimento"":""1987-07-13"",""genero"":""Masculino"",""telefone"":""(47) 98138-2038"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""99"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000103919","{""id"":""91000103919"",""cpf"":""91000103919"",""nome"":""Fernanda Cardoso Muller Teste"",""nomeNormalizado"":""fernanda cardoso muller teste"",""nascimento"":""1987-08-14"",""genero"":""Feminino"",""telefone"":""(47) 98139-2039"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""99"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000104052","{""id"":""91000104052"",""cpf"":""91000104052"",""nome"":""Fabio Costa Oliveira Teste"",""nomeNormalizado"":""fabio costa oliveira teste"",""nascimento"":""1988-09-15"",""genero"":""Masculino"",""telefone"":""(47) 98140-2040"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""100"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
